Method,Order,Puzzle_length,Solution_length,Visited_states,Calculated_states,Max_deep,Calculating_time 
bfs,DRUL,7,7,398,838,7,11.309
bfs,LUDR,7,7,247,511,7,7.353
bfs,LURD,7,7,227,473,7,6.535
bfs,RDLU,7,7,378,800,7,10.852
bfs,RDUL,7,7,378,800,7,11.32
bfs,ULDR,7,7,247,511,7,7.059
bfs,ULRD,7,7,227,473,7,6.61
dfs,DRLU,7,-1,1339728,1339743,20,20000.021
dfs,DRUL,7,-1,1336130,1336140,20,20000.002
dfs,LUDR,7,17,592,603,20,8.314
dfs,LURD,7,19,104495,104507,20,1512.064
dfs,RDLU,7,-1,1338128,1338139,20,20000.003
dfs,RDUL,7,-1,1354363,1354374,20,20000.022
dfs,ULDR,7,17,592,603,20,8.629
dfs,ULRD,7,19,97560,97574,20,1455.49
astr,hamm,7,7,8,18,7,0.381
astr,manh,7,7,8,18,7,0.69
bfs,DRLU,7,7,333,703,7,9.667
bfs,DRUL,7,7,333,703,7,9.584
bfs,LUDR,7,7,364,764,7,10.718
bfs,LURD,7,7,474,1014,7,13.744
bfs,RDLU,7,7,443,953,7,13.23
bfs,RDUL,7,7,443,953,7,13.48
bfs,ULDR,7,7,364,764,7,10.428
bfs,ULRD,7,7,474,1014,7,13.685
dfs,DRLU,7,17,576117,576128,20,8438.874
dfs,DRUL,7,17,576368,576383,20,8523.566
dfs,LUDR,7,19,431,445,20,6.242
dfs,LURD,7,19,474573,474585,20,6924.971
dfs,RDLU,7,17,80122,80138,20,1171.677
dfs,RDUL,7,17,31840,31856,20,440.53
dfs,ULDR,7,19,431,445,20,6.476
dfs,ULRD,7,19,443020,443034,20,6565.525
astr,hamm,7,7,8,17,7,0.365
astr,manh,7,7,8,17,7,0.667
bfs,DRLU,7,7,360,758,7,10.296
bfs,DRUL,7,7,360,758,7,10.286
bfs,LUDR,7,7,272,566,7,8.002
bfs,LURD,7,7,265,553,7,7.614
bfs,RDLU,7,7,353,745,7,10.624
bfs,RDUL,7,7,353,745,7,10.116
bfs,ULDR,7,7,272,566,7,7.807
bfs,ULRD,7,7,265,553,7,7.623
dfs,DRLU,7,-1,1358113,1358126,20,20000.016
dfs,DRUL,7,-1,1363412,1363421,20,20000.008
dfs,LUDR,7,19,507896,507909,20,7521.193
dfs,LURD,7,19,548105,548120,20,8052.728
dfs,RDLU,7,-1,1340879,1340894,20,20000.029
dfs,RDUL,7,-1,1350316,1350330,20,20000.003
dfs,ULDR,7,19,520047,520059,20,7708.863
dfs,ULRD,7,19,560256,560270,20,8291.571
astr,hamm,7,7,15,37,7,0.682
astr,manh,7,7,11,25,7,0.916
bfs,DRLU,7,7,437,941,7,12.65
bfs,DRUL,7,7,422,907,7,12.228
bfs,LUDR,7,7,565,1217,7,16.869
bfs,LURD,7,7,629,1350,7,18.294
bfs,RDLU,7,7,501,1074,7,14.585
bfs,RDUL,7,7,486,1040,7,14.057
bfs,ULDR,7,7,550,1183,7,15.908
bfs,ULRD,7,7,614,1316,7,17.753
dfs,DRLU,7,19,298,318,20,4.732
dfs,DRUL,7,19,168363,168380,20,2475.276
dfs,LUDR,7,19,110087,110103,20,1607.372
dfs,LURD,7,17,275142,275156,20,4106.266
dfs,RDLU,7,19,276659,276676,20,4112.254
dfs,RDUL,7,19,188134,188152,20,2725.03
dfs,ULDR,7,19,1158576,1158590,20,16926.213
dfs,ULRD,7,19,694059,694076,20,10324.521
astr,hamm,7,7,10,22,7,0.449
astr,manh,7,7,9,20,7,0.764
bfs,DRLU,7,7,384,808,7,11.0
bfs,DRUL,7,7,516,1095,7,14.694
bfs,LUDR,7,7,298,635,7,8.994
bfs,LURD,7,7,291,622,7,8.487
bfs,RDLU,7,7,377,795,7,10.759
bfs,RDUL,7,7,509,1082,7,14.601
bfs,ULDR,7,7,430,922,7,12.495
bfs,ULRD,7,7,423,909,7,12.289
dfs,DRLU,7,17,763024,763037,20,11378.215
dfs,DRUL,7,17,2034,2050,20,27.677
dfs,LUDR,7,17,153225,153239,20,2247.581
dfs,LURD,7,19,150963,150980,20,2206.189
dfs,RDLU,7,17,762920,762934,20,11501.323
dfs,RDUL,7,17,1930,1947,20,26.236
dfs,ULDR,7,-1,1357797,1357811,20,20000.009
dfs,ULRD,7,-1,1334766,1334782,20,20000.006
astr,hamm,7,7,8,19,7,0.388
astr,manh,7,7,8,19,7,0.717
bfs,DRLU,7,7,476,1006,7,13.582
bfs,DRUL,7,7,424,897,7,12.056
bfs,LUDR,7,7,390,833,7,11.658
bfs,LURD,7,7,383,820,7,11.604
bfs,RDLU,7,7,469,993,7,13.433
bfs,RDUL,7,7,417,884,7,12.017
bfs,ULDR,7,7,338,724,7,9.885
bfs,ULRD,7,7,331,711,7,9.694
dfs,DRLU,7,17,1263,1279,20,17.774
dfs,DRUL,7,17,763795,763808,20,11312.92
dfs,LUDR,7,19,1054963,1054977,20,15571.97
dfs,LURD,7,19,1198104,1198118,20,17809.565
dfs,RDLU,7,17,1159,1176,20,16.385
dfs,RDUL,7,17,763691,763705,20,11534.144
dfs,ULDR,7,19,360612,360627,20,5346.228
dfs,ULRD,7,19,360612,360627,20,5307.107
astr,hamm,7,7,8,17,7,0.364
astr,manh,7,7,8,17,7,0.665
bfs,DRLU,7,7,295,614,7,8.385
bfs,DRUL,7,7,280,580,7,7.931
bfs,LUDR,7,7,352,744,7,10.571
bfs,LURD,7,7,345,731,7,10.096
bfs,RDLU,7,7,288,601,7,8.31
bfs,RDUL,7,7,273,567,7,7.816
bfs,ULDR,7,7,337,710,7,9.702
bfs,ULRD,7,7,330,697,7,9.522
dfs,DRLU,7,17,694087,694102,20,10308.655
dfs,DRUL,7,19,736481,736497,20,10947.458
dfs,LUDR,7,19,1126875,1126886,20,16661.207
dfs,LURD,7,19,690327,690338,20,10263.182
dfs,RDLU,7,17,693983,693999,20,10385.331
dfs,RDUL,7,19,744867,744881,20,11208.185
dfs,ULDR,7,19,1126465,1126478,20,16541.404
dfs,ULRD,7,19,689917,689930,20,10245.565
astr,hamm,7,7,8,18,7,0.378
astr,manh,7,7,8,18,7,0.691
bfs,DRLU,7,7,387,812,7,10.996
bfs,DRUL,7,7,489,1041,7,13.972
bfs,LUDR,7,7,325,689,7,9.805
bfs,LURD,7,7,318,676,7,9.312
bfs,RDLU,7,7,380,799,7,11.181
bfs,RDUL,7,7,482,1028,7,13.864
bfs,ULDR,7,7,427,918,7,12.461
bfs,ULRD,7,7,420,905,7,12.288
dfs,DRLU,7,19,522,539,20,7.757
dfs,DRUL,7,19,762120,762136,20,11398.71
dfs,LUDR,7,17,480874,480886,20,7231.556
dfs,LURD,7,17,486609,486621,20,7247.518
dfs,RDLU,7,19,498,516,20,7.449
dfs,RDUL,7,19,762096,762113,20,11411.314
dfs,ULDR,7,19,435480,435492,20,6533.376
dfs,ULRD,7,19,447115,447128,20,6641.233
astr,hamm,7,7,8,19,7,0.396
astr,manh,7,7,8,19,7,0.719
bfs,DRLU,7,7,286,611,7,8.36
bfs,DRUL,7,7,286,611,7,8.352
bfs,LUDR,7,7,389,819,7,11.238
bfs,LURD,7,7,521,1106,7,14.863
bfs,RDLU,7,7,418,898,7,12.502
bfs,RDUL,7,7,418,898,7,12.147
bfs,ULDR,7,7,389,819,7,11.142
bfs,ULRD,7,7,521,1106,7,14.991
dfs,DRLU,7,19,111786,111807,20,1624.767
dfs,DRUL,7,19,120697,120717,20,1747.869
dfs,LUDR,7,19,598374,598387,20,8886.945
dfs,LURD,7,17,2145,2158,20,30.067
dfs,RDLU,7,-1,1336294,1336310,20,20000.004
dfs,RDUL,7,-1,1347962,1347975,20,20000.025
dfs,ULDR,7,19,605309,605320,20,9020.664
dfs,ULRD,7,17,2145,2158,20,28.97
astr,hamm,7,7,8,19,7,0.404
astr,manh,7,7,8,19,7,0.723
bfs,DRLU,7,7,378,809,7,11.029
bfs,DRUL,7,7,378,809,7,10.927
bfs,LUDR,7,7,481,1017,7,13.707
bfs,LURD,7,7,429,908,7,12.613
bfs,RDLU,7,7,326,700,7,9.81
bfs,RDUL,7,7,326,700,7,9.551
bfs,ULDR,7,7,481,1017,7,13.735
bfs,ULRD,7,7,429,908,7,12.292
dfs,DRLU,7,19,248493,248508,20,3675.714
dfs,DRUL,7,19,152281,152296,20,2190.848
dfs,LUDR,7,17,1374,1387,20,19.367
dfs,LURD,7,17,763906,763916,20,11383.657
dfs,RDLU,7,19,405028,405043,20,6068.808
dfs,RDUL,7,19,399038,399055,20,5930.05
dfs,ULDR,7,17,1374,1387,20,18.789
dfs,ULRD,7,17,763906,763916,20,11426.396
astr,hamm,7,7,13,31,7,0.599
astr,manh,7,7,11,25,7,0.933
bfs,DRLU,7,7,553,1193,7,15.995
bfs,DRUL,7,7,624,1339,7,18.163
bfs,LUDR,7,7,442,952,7,12.845
bfs,LURD,7,7,427,918,7,12.802
bfs,RDLU,7,7,538,1159,7,16.332
bfs,RDUL,7,7,609,1305,7,17.493
bfs,ULDR,7,7,513,1098,7,14.728
bfs,ULRD,7,7,498,1064,7,14.345
dfs,DRLU,7,19,110067,110086,20,1615.562
dfs,DRUL,7,17,275031,275048,20,4089.762
dfs,LUDR,7,19,318,335,20,4.931
dfs,LURD,7,19,168383,168397,20,2472.753
dfs,RDLU,7,19,125696,125714,20,1858.308
dfs,RDUL,7,19,307334,307353,20,4553.857
dfs,ULDR,7,19,685235,685250,20,10072.631
dfs,ULRD,7,17,694969,694983,20,10376.73
astr,hamm,7,7,8,18,7,0.384
astr,manh,7,7,8,18,7,0.69
bfs,DRLU,7,7,313,665,7,9.059
bfs,DRUL,7,7,313,665,7,9.064
bfs,LUDR,7,7,392,823,7,11.207
bfs,LURD,7,7,494,1052,7,14.803
bfs,RDLU,7,7,415,894,7,12.134
bfs,RDUL,7,7,415,894,7,12.151
bfs,ULDR,7,7,392,823,7,11.247
bfs,ULRD,7,7,494,1052,7,14.216
dfs,DRLU,7,17,248291,248304,20,3689.47
dfs,DRUL,7,17,152079,152092,20,2212.819
dfs,LUDR,7,19,542,556,20,7.96
dfs,LURD,7,19,762140,762153,20,11298.835
dfs,RDLU,7,17,435383,435397,20,6497.68
dfs,RDUL,7,17,447042,447056,20,6611.68
dfs,ULDR,7,19,542,556,20,7.957
dfs,ULRD,7,19,762140,762153,20,11402.703
astr,hamm,7,7,8,17,7,0.367
astr,manh,7,7,8,17,7,0.668
bfs,DRLU,7,7,340,720,7,9.746
bfs,DRUL,7,7,340,720,7,9.772
bfs,LUDR,7,7,300,625,7,8.561
bfs,LURD,7,7,285,591,7,8.457
bfs,RDLU,7,7,325,686,7,9.422
bfs,RDUL,7,7,325,686,7,9.366
bfs,ULDR,7,7,300,625,7,8.592
bfs,ULRD,7,7,285,591,7,8.099
dfs,DRLU,7,19,504958,504975,20,7473.906
dfs,DRUL,7,19,553013,553027,20,8180.995
dfs,LUDR,7,17,694198,694210,20,10308.648
dfs,LURD,7,19,795325,795338,20,11762.474
dfs,RDLU,7,19,505290,505309,20,7606.113
dfs,RDUL,7,19,549970,549986,20,8133.797
dfs,ULDR,7,17,694198,694210,20,10244.677
dfs,ULRD,7,19,797895,797908,20,11918.508
astr,hamm,7,7,8,17,7,0.369
astr,manh,7,7,8,17,7,0.667
bfs,DRLU,7,7,260,542,7,7.467
bfs,DRUL,7,7,260,542,7,7.458
bfs,LUDR,7,7,365,769,7,10.522
bfs,LURD,7,7,365,769,7,10.877
bfs,RDLU,7,7,260,542,7,7.441
bfs,RDUL,7,7,260,542,7,7.469
bfs,ULDR,7,7,365,769,7,10.527
bfs,ULRD,7,7,365,769,7,10.487
dfs,DRLU,7,17,507379,507395,20,7520.746
dfs,DRUL,7,17,547763,547778,20,8042.579
dfs,LUDR,7,19,977031,977043,20,14563.399
dfs,LURD,7,19,1302190,1302202,20,19480.535
dfs,RDLU,7,17,505390,505407,20,7563.771
dfs,RDUL,7,17,549698,549714,20,8113.163
dfs,ULDR,7,19,981084,981095,20,14601.289
dfs,ULRD,7,19,1306243,1306254,20,19289.27
astr,hamm,7,7,8,18,7,0.381
astr,manh,7,7,8,18,7,0.7
bfs,DRLU,7,7,352,740,7,10.045
bfs,DRUL,7,7,469,1003,7,13.479
bfs,LUDR,7,7,338,714,7,9.705
bfs,LURD,7,7,338,714,7,9.985
bfs,RDLU,7,7,352,740,7,10.064
bfs,RDUL,7,7,469,1003,7,13.481
bfs,ULDR,7,7,455,977,7,13.215
bfs,ULRD,7,7,455,977,7,13.2
dfs,DRLU,7,19,387,405,20,5.927
dfs,DRUL,7,19,762046,762062,20,11454.504
dfs,LUDR,7,17,576228,576236,20,8476.817
dfs,LURD,7,17,576479,576491,20,8569.201
dfs,RDLU,7,19,387,405,20,5.889
dfs,RDUL,7,19,762046,762062,20,11507.637
dfs,ULDR,7,19,294025,294041,20,4314.883
dfs,ULRD,7,19,234539,234554,20,3431.994
astr,hamm,7,7,12,25,7,0.493
astr,manh,7,7,9,17,7,0.674
bfs,DRLU,7,7,235,487,7,6.745
bfs,DRUL,7,7,222,462,7,6.384
bfs,LUDR,7,7,403,849,7,11.491
bfs,LURD,7,7,403,849,7,11.837
bfs,RDLU,7,7,235,487,7,6.777
bfs,RDUL,7,7,222,462,7,6.394
bfs,ULDR,7,7,390,824,7,11.184
bfs,ULRD,7,7,390,824,7,11.172
dfs,DRLU,7,17,168276,168288,20,2469.113
dfs,DRUL,7,17,150,166,20,2.339
dfs,LUDR,7,-1,1363231,1363236,20,20000.02
dfs,LURD,7,-1,1361389,1361405,20,20000.023
dfs,RDLU,7,17,168276,168288,20,2494.451
dfs,RDUL,7,17,150,166,20,2.332
dfs,ULDR,7,-1,1351424,1351432,20,20000.001
dfs,ULRD,7,-1,1354596,1354610,20,20000.009
astr,hamm,7,7,21,46,7,0.826
astr,manh,7,7,15,33,7,1.208
bfs,DRLU,7,7,380,819,7,11.06
bfs,DRUL,7,7,385,831,7,11.171
bfs,LUDR,7,7,631,1354,7,18.307
bfs,LURD,7,7,578,1232,7,16.976
bfs,RDLU,7,7,363,785,7,10.662
bfs,RDUL,7,7,350,760,7,10.317
bfs,ULDR,7,7,636,1366,7,18.436
bfs,ULRD,7,7,565,1207,7,16.156
dfs,DRLU,7,17,632,650,20,8.978
dfs,DRUL,7,17,167673,167689,20,2500.78
dfs,LUDR,7,19,212792,212806,20,3159.579
dfs,LURD,7,19,104477,104492,20,1545.119
dfs,RDLU,7,17,168276,168290,20,2494.764
dfs,RDUL,7,17,150,168,20,2.365
dfs,ULDR,7,19,375855,375866,20,5507.746
dfs,ULRD,7,19,92123,92138,20,1328.954
astr,hamm,7,7,19,41,7,0.746
astr,manh,7,7,12,26,7,0.975
bfs,DRLU,7,7,278,587,7,8.054
bfs,DRUL,7,7,287,606,7,8.288
bfs,LUDR,7,7,520,1111,7,14.993
bfs,LURD,7,7,520,1111,7,15.656
bfs,RDLU,7,7,278,587,7,8.072
bfs,RDUL,7,7,287,606,7,8.311
bfs,ULDR,7,7,529,1130,7,15.138
bfs,ULRD,7,7,529,1130,7,15.207
dfs,DRLU,7,19,96,114,20,1.595
dfs,DRUL,7,19,216655,216673,20,3183.693
dfs,LUDR,7,-1,1352652,1352669,20,20000.002
dfs,LURD,7,-1,1357067,1357078,20,20000.021
dfs,RDLU,7,19,96,114,20,1.648
dfs,RDUL,7,11,221628,221639,20,3259.675
dfs,ULDR,7,19,229159,229173,20,3337.577
dfs,ULRD,7,19,240536,240549,20,3560.214
astr,hamm,7,7,8,18,7,0.379
astr,manh,7,7,8,18,7,0.691
bfs,DRLU,7,7,363,785,7,10.672
bfs,DRUL,7,7,350,760,7,10.608
bfs,LUDR,7,7,578,1232,7,16.593
bfs,LURD,7,7,701,1497,7,20.982
bfs,RDLU,7,7,486,1050,7,14.174
bfs,RDUL,7,7,473,1025,7,13.813
bfs,ULDR,7,7,565,1207,7,16.131
bfs,ULRD,7,7,688,1472,7,19.878
dfs,DRLU,7,17,377,394,20,5.552
dfs,DRUL,7,17,168049,168064,20,2443.811
dfs,LUDR,7,19,693902,693917,20,10190.838
dfs,LURD,7,19,1159165,1159176,20,16949.939
dfs,RDLU,7,19,433930,433951,20,6464.283
dfs,RDUL,7,19,635218,635239,20,9482.642
dfs,ULDR,7,19,251963,251977,20,3737.108
dfs,ULRD,7,19,235467,235481,20,3450.202
astr,hamm,7,7,8,16,7,0.356
astr,manh,7,7,8,16,7,0.64
bfs,DRLU,7,7,235,487,7,6.727
bfs,DRUL,7,7,222,462,7,6.594
bfs,LUDR,7,7,403,849,7,11.506
bfs,LURD,7,7,403,849,7,11.458
bfs,RDLU,7,7,235,487,7,6.743
bfs,RDUL,7,7,222,462,7,6.444
bfs,ULDR,7,7,390,824,7,11.157
bfs,ULRD,7,7,390,824,7,11.163
dfs,DRLU,7,17,377,392,20,5.528
dfs,DRUL,7,17,168049,168062,20,2478.758
dfs,LUDR,7,19,977061,977073,20,14670.266
dfs,LURD,7,19,1302226,1302237,20,19330.492
dfs,RDLU,7,17,377,392,20,5.575
dfs,RDUL,7,17,168049,168062,20,2471.03
dfs,ULDR,7,19,981114,981125,20,14557.922
dfs,ULRD,7,19,1306279,1306289,20,19462.844
astr,hamm,7,7,15,33,7,0.617
astr,manh,7,7,8,16,7,0.636
bfs,DRLU,7,7,300,631,7,8.593
bfs,DRUL,7,7,265,562,7,7.923
bfs,LUDR,7,7,542,1155,7,15.511
bfs,LURD,7,7,542,1155,7,15.492
bfs,RDLU,7,7,300,631,7,8.608
bfs,RDUL,7,7,265,562,7,7.705
bfs,ULDR,7,7,507,1086,7,14.612
bfs,ULRD,7,7,507,1086,7,14.711
dfs,DRLU,7,19,51997,52012,20,733.684
dfs,DRUL,7,19,47,66,20,0.953
dfs,LUDR,7,19,1215738,1215750,20,18298.544
dfs,LURD,7,19,1336090,1336102,20,19654.264
dfs,RDLU,7,19,26156,26172,20,368.274
dfs,RDUL,7,19,47,66,20,0.961
dfs,ULDR,7,19,1209059,1209070,20,17969.163
dfs,ULRD,7,19,1065789,1065802,20,15943.721
astr,hamm,7,7,8,16,7,0.345
astr,manh,7,7,8,16,7,0.639
bfs,DRLU,7,7,529,1130,7,15.145
bfs,DRUL,7,7,529,1130,7,15.641
bfs,LUDR,7,7,304,637,7,8.716
bfs,LURD,7,7,278,587,7,8.029
bfs,RDLU,7,7,503,1080,7,14.524
bfs,RDUL,7,7,503,1080,7,14.55
bfs,ULDR,7,7,304,637,7,8.679
bfs,ULRD,7,7,278,587,7,8.1
dfs,DRLU,7,-1,1364437,1364451,20,20000.005
dfs,DRUL,7,-1,1351241,1351251,20,20000.008
dfs,LUDR,7,19,190,205,20,3.071
dfs,LURD,7,17,65563,65572,20,947.708
dfs,RDLU,7,19,257322,257338,20,3850.237
dfs,RDUL,7,19,156964,156980,20,2345.619
dfs,ULDR,7,19,190,205,20,3.172
dfs,ULRD,7,17,17551,17562,20,238.844
astr,hamm,7,7,8,18,7,0.379
astr,manh,7,7,8,18,7,0.692
bfs,DRLU,7,7,463,994,7,13.367
bfs,DRUL,7,7,463,994,7,13.773
bfs,LUDR,7,7,430,906,7,12.314
bfs,LURD,7,7,344,723,7,9.788
bfs,RDLU,7,7,377,811,7,10.96
bfs,RDUL,7,7,377,811,7,11.005
bfs,ULDR,7,7,430,906,7,12.215
bfs,ULRD,7,7,344,723,7,9.804
dfs,DRLU,7,19,834632,834646,20,12311.422
dfs,DRUL,7,19,662254,662270,20,9934.843
dfs,LUDR,7,15,3634,3645,20,50.468
dfs,LURD,7,19,400256,400268,20,5924.585
dfs,RDLU,7,17,257613,257628,20,3846.86
dfs,RDUL,7,17,156085,156102,20,2309.147
dfs,ULDR,7,15,3634,3645,20,50.508
dfs,ULRD,7,19,400256,400268,20,5961.972
astr,hamm,7,7,12,27,7,0.53
astr,manh,7,7,11,25,7,0.933
bfs,DRLU,7,7,617,1326,7,17.89
bfs,DRUL,7,7,654,1401,7,18.898
bfs,LUDR,7,7,391,841,7,11.377
bfs,LURD,7,7,397,856,7,11.517
bfs,RDLU,7,7,623,1341,7,18.09
bfs,RDUL,7,7,660,1416,7,19.203
bfs,ULDR,7,7,428,916,7,12.417
bfs,ULRD,7,7,434,931,7,12.565
dfs,DRLU,7,17,10288,10306,20,142.156
dfs,DRUL,7,17,137706,137722,20,2010.59
dfs,LUDR,7,17,802,817,20,11.476
dfs,LURD,7,17,167877,167890,20,2457.836
dfs,RDLU,7,19,375811,375826,20,5558.182
dfs,RDUL,7,19,132148,132165,20,1938.881
dfs,ULDR,7,19,568448,568463,20,8415.472
dfs,ULRD,7,19,527108,527124,20,7818.061
astr,hamm,7,7,8,19,7,0.391
astr,manh,7,7,8,19,7,0.722
bfs,DRLU,7,7,688,1472,7,19.758
bfs,DRUL,7,7,583,1255,7,16.731
bfs,LUDR,7,7,462,987,7,13.284
bfs,LURD,7,7,468,1002,7,13.426
bfs,RDLU,7,7,694,1487,7,20.07
bfs,RDUL,7,7,589,1270,7,17.049
bfs,ULDR,7,7,357,770,7,10.431
bfs,ULRD,7,7,363,785,7,10.631
dfs,DRLU,7,19,694350,694368,20,10192.227
dfs,DRUL,7,19,1158711,1158728,20,17210.764
dfs,LUDR,7,15,508444,508457,20,7604.236
dfs,LURD,7,15,548872,548885,20,8205.146
dfs,RDLU,7,19,285245,285262,20,4241.33
dfs,RDUL,7,19,197106,197124,20,2954.638
dfs,ULDR,7,19,168011,168026,20,2501.292
dfs,ULRD,7,19,139,156,20,2.142
astr,hamm,7,7,15,30,7,0.586
astr,manh,7,7,11,23,7,0.871
bfs,DRLU,7,7,501,1078,7,14.478
bfs,DRUL,7,7,501,1078,7,14.46
bfs,LUDR,7,7,672,1441,7,19.399
bfs,LURD,7,7,550,1179,7,15.727
bfs,RDLU,7,7,379,816,7,11.057
bfs,RDUL,7,7,379,816,7,11.063
bfs,ULDR,7,7,672,1441,7,19.382
bfs,ULRD,7,7,550,1179,7,15.778
dfs,DRLU,7,17,8206,8224,20,111.141
dfs,DRUL,7,17,171017,171034,20,2493.808
dfs,LUDR,7,19,228591,228603,20,3338.389
dfs,LURD,7,19,244971,244986,20,3653.999
dfs,RDLU,7,19,553079,553096,20,8231.121
dfs,RDUL,7,19,505045,505064,20,7524.357
dfs,ULDR,7,19,1159053,1159064,20,16911.799
dfs,ULRD,7,19,693796,693811,20,10243.881
astr,hamm,7,7,10,20,7,0.413
astr,manh,7,7,9,17,7,0.681
bfs,DRLU,7,7,524,1120,7,15.06
bfs,DRUL,7,7,315,659,7,8.954
bfs,LUDR,7,7,491,1055,7,14.248
bfs,LURD,7,7,492,1058,7,14.208
bfs,RDLU,7,7,525,1123,7,15.095
bfs,RDUL,7,7,316,662,7,9.039
bfs,ULDR,7,7,282,594,7,8.117
bfs,ULRD,7,7,283,597,7,8.207
dfs,DRLU,7,19,762268,762282,20,11439.354
dfs,DRUL,7,19,237,255,20,3.71
dfs,LUDR,7,-1,1364397,1364415,20,20000.005
dfs,LURD,7,-1,1329327,1329345,20,20000.007
dfs,RDLU,7,19,762274,762288,20,11476.392
dfs,RDUL,7,19,243,261,20,3.803
dfs,ULDR,7,19,239581,239594,20,3499.213
dfs,ULRD,7,17,152971,152984,20,2282.078
astr,hamm,7,7,8,17,7,0.362
astr,manh,7,7,8,17,7,0.662
bfs,DRLU,7,7,510,1090,7,14.641
bfs,DRUL,7,7,510,1090,7,14.623
bfs,LUDR,7,7,287,605,7,8.267
bfs,LURD,7,7,297,627,7,8.557
bfs,RDLU,7,7,520,1112,7,14.899
bfs,RDUL,7,7,520,1112,7,15.038
bfs,ULDR,7,7,287,605,7,8.304
bfs,ULRD,7,7,297,627,7,8.594
dfs,DRLU,7,-1,1364037,1364053,20,20000.003
dfs,DRUL,7,-1,1354073,1354089,20,20000.028
dfs,LUDR,7,19,128,143,20,2.027
dfs,LURD,7,15,281835,281844,20,4173.955
dfs,RDLU,7,19,229103,229122,20,3391.014
dfs,RDUL,7,19,157026,157043,20,2342.714
dfs,ULDR,7,19,128,143,20,1.973
dfs,ULRD,7,15,224121,224132,20,3308.707
astr,hamm,7,7,8,17,7,0.37
astr,manh,7,7,8,17,7,0.66
bfs,DRLU,7,7,393,828,7,11.201
bfs,DRUL,7,7,393,828,7,11.209
bfs,LUDR,7,7,244,505,7,6.987
bfs,LURD,7,7,232,483,7,6.664
bfs,RDLU,7,7,381,806,7,10.912
bfs,RDUL,7,7,381,806,7,10.953
bfs,ULDR,7,7,244,505,7,7.012
bfs,ULRD,7,7,232,483,7,6.672
dfs,DRLU,7,-1,1368577,1368588,20,20000.021
dfs,DRUL,7,-1,1359577,1359587,20,20000.038
dfs,LUDR,7,17,168430,168439,20,2476.272
dfs,LURD,7,17,338,351,20,4.983
dfs,RDLU,7,-1,1340732,1340744,20,20000.026
dfs,RDUL,7,-1,1344517,1344531,20,20000.005
dfs,ULDR,7,17,168430,168439,20,2471.795
dfs,ULRD,7,17,338,351,20,5.326
astr,hamm,7,7,12,28,7,0.541
astr,manh,7,7,11,25,7,0.932
bfs,DRLU,7,7,691,1476,7,19.845
bfs,DRUL,7,7,568,1211,7,16.146
bfs,LUDR,7,7,495,1068,7,14.393
bfs,LURD,7,7,483,1046,7,14.047
bfs,RDLU,7,7,679,1454,7,19.537
bfs,RDUL,7,7,556,1189,7,15.937
bfs,ULDR,7,7,372,803,7,10.893
bfs,ULRD,7,7,360,781,7,10.63
dfs,DRLU,7,17,11548,11565,20,164.268
dfs,DRUL,7,17,104428,104444,20,1514.06
dfs,LUDR,7,19,682756,682773,20,10014.418
dfs,LURD,7,19,499701,499717,20,7468.266
dfs,RDLU,7,19,395236,395252,20,5958.557
dfs,RDUL,7,19,92091,92110,20,1330.95
dfs,ULDR,7,17,168430,168441,20,2462.461
dfs,ULRD,7,17,338,353,20,4.992
astr,hamm,7,7,8,17,7,0.365
astr,manh,7,7,8,17,7,0.665
bfs,DRLU,7,7,532,1134,7,15.437
bfs,DRUL,7,7,532,1134,7,15.164
bfs,LUDR,7,7,309,649,7,8.87
bfs,LURD,7,7,275,583,7,7.953
bfs,RDLU,7,7,498,1068,7,14.368
bfs,RDUL,7,7,498,1068,7,14.461
bfs,ULDR,7,7,309,649,7,8.949
bfs,ULRD,7,7,275,583,7,7.986
dfs,DRLU,7,17,851280,851293,20,12574.753
dfs,DRUL,7,17,829204,829219,20,12350.889
dfs,LUDR,7,17,223461,223474,20,3272.649
dfs,LURD,7,19,85,101,20,1.404
dfs,RDLU,7,19,1131889,1131903,20,16815.888
dfs,RDUL,7,19,1027479,1027496,20,15403.115
dfs,ULDR,7,17,281175,281186,20,4116.394
dfs,ULRD,7,19,85,101,20,1.4
astr,hamm,7,7,8,19,7,0.401
astr,manh,7,7,8,19,7,0.719
bfs,DRLU,7,7,568,1211,7,16.288
bfs,DRUL,7,7,691,1476,7,19.825
bfs,LUDR,7,7,372,803,7,10.914
bfs,LURD,7,7,360,781,7,10.571
bfs,RDLU,7,7,556,1189,7,15.925
bfs,RDUL,7,7,679,1454,7,19.567
bfs,ULDR,7,7,495,1068,7,14.425
bfs,ULRD,7,7,483,1046,7,14.071
dfs,DRLU,7,19,693864,693883,20,10254.498
dfs,DRUL,7,19,1159127,1159142,20,16968.336
dfs,LUDR,7,17,531,545,20,7.546
dfs,LURD,7,19,137755,137769,20,2001.969
dfs,RDLU,7,19,104913,104930,20,1547.835
dfs,RDUL,7,19,217300,217316,20,3207.54
dfs,ULDR,7,19,435297,435316,20,6408.634
dfs,ULRD,7,19,637080,637096,20,9425.611
astr,hamm,7,7,8,17,7,0.364
astr,manh,7,7,8,17,7,0.658
bfs,DRLU,7,7,393,828,7,11.183
bfs,DRUL,7,7,393,828,7,11.187
bfs,LUDR,7,7,244,505,7,6.983
bfs,LURD,7,7,232,483,7,6.668
