Method,Order,Puzzle_length,Solution_length,Visited_states,Calculated_states,Max_deep,Calculating_time 
dfs,RDUL,6,20,195,214,20,3.288
dfs,ULDR,6,20,611246,611259,20,9084.171
dfs,ULRD,6,20,458607,458620,20,6741.819
astr,hamm,6,6,7,15,6,0.334
astr,manh,6,6,7,15,6,0.592
bfs,DRLU,6,6,141,299,6,4.264
bfs,DRUL,6,6,154,324,6,4.616
bfs,LUDR,6,6,227,479,6,6.649
bfs,LURD,6,6,227,479,6,6.695
bfs,RDLU,6,6,141,299,6,4.289
bfs,RDUL,6,6,154,324,6,4.86
bfs,ULDR,6,6,240,504,6,7.025
bfs,ULRD,6,6,240,504,6,7.216
dfs,DRLU,6,20,357068,357086,20,5258.16
dfs,DRUL,6,16,787,802,20,10.917
dfs,LUDR,6,20,110614,110629,20,1594.586
dfs,LURD,6,20,118320,118335,20,1697.586
dfs,RDLU,6,20,357132,357148,20,5297.724
dfs,RDUL,6,16,787,802,20,11.373
dfs,ULDR,6,20,611262,611274,20,9086.476
dfs,ULRD,6,20,458620,458633,20,6751.925
astr,hamm,6,6,8,16,6,0.351
astr,manh,6,6,7,14,6,0.56
bfs,DRLU,6,6,156,326,6,4.617
bfs,DRUL,6,6,137,286,6,4.098
bfs,LUDR,6,6,162,335,6,4.764
bfs,LURD,6,6,162,335,6,4.913
bfs,RDLU,6,6,156,326,6,4.682
bfs,RDUL,6,6,137,286,6,4.288
bfs,ULDR,6,6,143,295,6,4.289
bfs,ULRD,6,6,143,295,6,4.462
dfs,DRLU,6,20,475031,475051,20,7114.013
dfs,DRUL,6,18,55618,55633,20,779.987
dfs,LUDR,6,20,500386,500399,20,7429.954
dfs,LURD,6,20,567669,567680,20,8455.292
dfs,RDLU,6,20,598359,598376,20,9002.086
dfs,RDUL,6,20,25231,25246,20,360.735
dfs,ULDR,6,18,295858,295869,20,4327.478
dfs,ULRD,6,20,270429,270438,20,4028.513
astr,hamm,6,6,11,23,6,0.464
astr,manh,6,6,8,16,6,0.639
bfs,DRLU,6,6,141,299,6,4.29
bfs,DRUL,6,6,154,324,6,4.582
bfs,LUDR,6,6,227,479,6,6.661
bfs,LURD,6,6,227,479,6,6.702
bfs,RDLU,6,6,141,299,6,4.405
bfs,RDUL,6,6,154,324,6,4.88
bfs,ULDR,6,6,240,504,6,6.985
bfs,ULRD,6,6,240,504,6,7.362
dfs,DRLU,6,16,295,311,20,4.478
dfs,DRUL,6,16,358392,358404,20,5273.866
dfs,LUDR,6,18,1226859,1226868,20,18418.882
dfs,LURD,6,20,1228164,1228175,20,18194.716
dfs,RDLU,6,16,295,311,20,4.466
dfs,RDUL,6,16,358392,358404,20,5231.414
dfs,ULDR,6,20,49057,49073,20,696.828
dfs,ULRD,6,20,99948,99963,20,1480.098
astr,hamm,6,6,12,26,6,0.507
astr,manh,6,6,8,16,6,0.642
bfs,DRLU,6,6,124,261,6,3.81
bfs,DRUL,6,6,169,351,6,4.947
bfs,LUDR,6,6,130,270,6,3.906
bfs,LURD,6,6,130,270,6,3.958
bfs,RDLU,6,6,124,261,6,3.771
bfs,RDUL,6,6,169,351,6,4.969
bfs,ULDR,6,6,175,360,6,5.075
bfs,ULRD,6,6,175,360,6,5.429
dfs,DRLU,6,20,36944,36961,20,521.857
dfs,DRUL,6,20,598383,598399,20,8943.305
dfs,LUDR,6,20,270405,270415,20,4038.773
dfs,LURD,6,20,372726,372732,20,5533.726
dfs,RDLU,6,20,139195,139209,20,2050.888
dfs,RDUL,6,20,475055,475074,20,7065.952
dfs,ULDR,6,20,1281354,1281366,20,19223.441
dfs,ULRD,6,20,1281036,1281049,20,19241.862
astr,hamm,6,6,7,11,6,0.264
astr,manh,6,6,7,11,6,0.479
bfs,DRLU,6,6,96,202,6,3.022
bfs,DRUL,6,6,96,202,6,3.002
bfs,LUDR,6,6,100,213,6,3.145
bfs,LURD,6,6,203,419,6,5.945
bfs,RDLU,6,6,199,408,6,5.771
bfs,RDUL,6,6,199,408,6,5.694
bfs,ULDR,6,6,100,213,6,3.149
bfs,ULRD,6,6,203,419,6,5.901
dfs,DRLU,6,6,7,11,6,0.217
dfs,DRUL,6,6,7,11,6,0.222
dfs,LUDR,6,20,15837,15853,20,216.033
dfs,LURD,6,20,598442,598453,20,8981.333
dfs,RDLU,6,-1,1341324,1341337,20,20000.026
dfs,RDUL,6,-1,1340696,1340708,20,20000.022
dfs,ULDR,6,20,41606,41619,20,598.061
dfs,ULRD,6,20,475114,475128,20,7141.239
astr,hamm,6,6,7,13,6,0.297
astr,manh,6,6,7,13,6,0.569
bfs,DRLU,6,6,264,576,6,7.924
bfs,DRUL,6,6,298,647,6,8.807
bfs,LUDR,6,6,170,368,6,5.173
bfs,LURD,6,6,187,400,6,5.686
bfs,RDLU,6,6,281,608,6,8.365
bfs,RDUL,6,6,315,679,6,9.351
bfs,ULDR,6,6,204,439,6,6.209
bfs,ULRD,6,6,221,471,6,6.583
dfs,DRLU,6,18,23383,23399,20,324.389
dfs,DRUL,6,18,92550,92566,20,1347.822
dfs,LUDR,6,18,162,177,20,2.429
dfs,LURD,6,18,357893,357904,20,5244.461
dfs,RDLU,6,20,543929,543945,20,8105.611
dfs,RDUL,6,20,326010,326027,20,4809.647
dfs,ULDR,6,18,21728,21741,20,295.771
dfs,ULRD,6,16,2054,2065,20,27.83
astr,hamm,6,6,7,14,6,0.318
astr,manh,6,6,7,14,6,0.561
bfs,DRLU,6,6,194,419,6,6.061
bfs,DRUL,6,6,194,419,6,5.859
bfs,LUDR,6,6,236,505,6,7.036
bfs,LURD,6,6,291,628,6,8.643
bfs,RDLU,6,6,249,542,6,7.665
bfs,RDUL,6,6,249,542,6,7.462
bfs,ULDR,6,6,236,505,6,7.055
bfs,ULRD,6,6,291,628,6,8.591
dfs,DRLU,6,20,9735,9755,20,131.596
dfs,DRUL,6,20,24076,24095,20,334.592
dfs,LUDR,6,18,421,436,20,6.139
dfs,LURD,6,18,358518,358529,20,5253.778
dfs,RDLU,6,18,373292,373311,20,5525.142
dfs,RDUL,6,20,325892,325911,20,4796.64
dfs,ULDR,6,18,358026,358038,20,5295.635
dfs,ULRD,6,18,913,927,20,12.62
astr,hamm,6,6,7,14,6,0.314
astr,manh,6,6,7,14,6,0.562
bfs,DRLU,6,6,237,506,6,7.217
bfs,DRUL,6,6,317,684,6,9.318
bfs,LUDR,6,6,168,363,6,5.127
bfs,LURD,6,6,168,363,6,5.156
bfs,RDLU,6,6,237,506,6,7.141
bfs,RDUL,6,6,317,684,6,9.398
bfs,ULDR,6,6,248,541,6,7.454
bfs,ULRD,6,6,248,541,6,7.51
dfs,DRLU,6,18,429,446,20,6.275
dfs,DRUL,6,18,358753,358765,20,5286.495
dfs,LUDR,6,20,47,65,20,0.938
dfs,LURD,6,20,78889,78903,20,1170.497
dfs,RDLU,6,18,358034,358048,20,5340.428
dfs,RDUL,6,18,1148,1163,20,15.817
dfs,ULDR,6,18,345726,345743,20,5104.398
dfs,ULRD,6,20,325887,325904,20,4851.685
astr,hamm,6,6,10,17,6,0.368
astr,manh,6,6,9,16,6,0.65
bfs,DRLU,6,6,219,458,6,6.652
bfs,DRUL,6,6,217,459,6,6.366
bfs,LUDR,6,6,164,344,6,4.857
bfs,LURD,6,6,164,344,6,4.905
bfs,RDLU,6,6,219,458,6,6.425
bfs,RDUL,6,6,217,459,6,6.378
bfs,ULDR,6,6,162,345,6,4.923
bfs,ULRD,6,6,162,345,6,4.931
dfs,DRLU,6,20,220,237,20,3.504
dfs,DRUL,6,18,109260,109275,20,1584.902
dfs,LUDR,6,20,325715,325729,20,4802.356
dfs,LURD,6,20,544065,544074,20,8091.645
dfs,RDLU,6,20,220,237,20,3.535
dfs,RDUL,6,18,135101,135115,20,1991.831
dfs,ULDR,6,20,78917,78932,20,1156.927
dfs,ULRD,6,20,208,225,20,3.336
astr,hamm,7,7,8,13,7,0.3
astr,manh,7,7,8,13,7,0.545
bfs,DRLU,7,7,544,1159,7,16.238
bfs,DRUL,7,7,544,1159,7,15.61
bfs,LUDR,7,7,312,655,7,9.006
bfs,LURD,7,7,263,558,7,7.683
bfs,RDLU,7,7,495,1062,7,14.354
bfs,RDUL,7,7,495,1062,7,14.352
bfs,ULDR,7,7,312,655,7,8.952
bfs,ULRD,7,7,263,558,7,7.692
dfs,DRLU,7,-1,1358203,1358220,20,20000.025
dfs,DRUL,7,-1,1356668,1356680,20,20000.009
dfs,LUDR,7,19,223,236,20,3.473
dfs,LURD,7,19,65493,65502,20,957.762
dfs,RDLU,7,-1,1343700,1343714,20,20000.017
dfs,RDUL,7,19,1352366,1352379,20,19962.653
dfs,ULDR,7,19,223,236,20,3.481
dfs,ULRD,7,19,17377,17389,20,241.511
astr,hamm,7,7,8,15,7,0.335
astr,manh,7,7,8,15,7,0.61
bfs,DRLU,7,7,478,1023,7,14.247
bfs,DRUL,7,7,478,1023,7,13.765
bfs,LUDR,7,7,438,924,7,12.518
bfs,LURD,7,7,329,694,7,9.545
bfs,RDLU,7,7,369,793,7,10.814
bfs,RDUL,7,7,369,793,7,10.752
bfs,ULDR,7,7,438,924,7,12.514
bfs,ULRD,7,7,329,694,7,9.53
dfs,DRLU,7,-1,1367321,1367334,20,20000.037
dfs,DRUL,7,-1,1345505,1345519,20,20000.02
dfs,LUDR,7,15,4359,4368,20,58.638
dfs,LURD,7,17,46277,46288,20,645.359
dfs,RDLU,7,19,43459,43476,20,622.102
dfs,RDUL,7,19,11006,11023,20,151.145
dfs,ULDR,7,15,4359,4368,20,58.517
dfs,ULRD,7,17,485,497,20,6.943
astr,hamm,7,7,8,16,7,0.356
astr,manh,7,7,8,16,7,0.643
bfs,DRLU,7,7,632,1355,7,18.824
bfs,DRUL,7,7,669,1430,7,19.266
bfs,LUDR,7,7,399,859,7,11.612
bfs,LURD,7,7,382,827,7,11.259
bfs,RDLU,7,7,615,1323,7,18.473
bfs,RDUL,7,7,652,1398,7,18.842
bfs,ULDR,7,7,436,934,7,13.058
bfs,ULRD,7,7,419,902,7,12.158
dfs,DRLU,7,19,777806,777822,20,11615.218
dfs,DRUL,7,19,599304,599320,20,8946.336
dfs,LUDR,7,17,965,978,20,13.293
dfs,LURD,7,19,10185,10200,20,136.504
dfs,RDLU,7,17,197152,197166,20,2934.101
dfs,RDUL,7,17,49754,49768,20,702.348
dfs,ULDR,7,13,1161095,1161103,20,17031.264
dfs,ULRD,7,13,697373,697383,20,10310.866
astr,hamm,7,7,8,16,7,0.349
astr,manh,7,7,8,16,7,0.633
bfs,DRLU,7,7,703,1501,7,20.859
bfs,DRUL,7,7,598,1284,7,17.192
bfs,LUDR,7,7,470,1005,7,13.558
bfs,LURD,7,7,453,973,7,13.202
bfs,RDLU,7,7,686,1469,7,19.74
bfs,RDUL,7,7,581,1252,7,16.855
bfs,ULDR,7,7,365,788,7,10.982
bfs,ULRD,7,7,348,756,7,10.269
dfs,DRLU,7,19,694405,694420,20,10182.05
dfs,DRUL,7,19,1158766,1158780,20,17145.479
dfs,LUDR,7,17,507991,508005,20,7493.646
dfs,LURD,7,17,501432,501447,20,7414.67
dfs,RDLU,7,-1,1341524,1341539,20,20000.019
dfs,RDUL,7,-1,1366344,1366362,20,20000.015
dfs,ULDR,7,19,168044,168057,20,2483.494
dfs,ULRD,7,19,84,101,20,1.468
astr,hamm,7,7,8,16,7,0.348
astr,manh,7,7,8,16,7,0.632
bfs,DRLU,7,7,354,759,7,10.34
bfs,DRUL,7,7,354,759,7,10.31
bfs,LUDR,7,7,416,883,7,11.96
bfs,LURD,7,7,453,958,7,12.999
bfs,RDLU,7,7,391,834,7,11.246
bfs,RDUL,7,7,391,834,7,11.308
bfs,ULDR,7,7,416,883,7,12.393
bfs,ULRD,7,7,453,958,7,12.952
dfs,DRLU,7,19,318628,318644,20,4719.628
dfs,DRUL,7,19,175198,175218,20,2570.454
dfs,LUDR,7,17,763678,763687,20,11399.393
dfs,LURD,7,17,868,881,20,11.968
dfs,RDLU,7,19,1198238,1198252,20,18104.89
dfs,RDUL,7,19,1054969,1054985,20,15591.6
dfs,ULDR,7,17,763678,763687,20,11421.492
dfs,ULRD,7,17,868,881,20,12.424
astr,hamm,7,7,8,16,7,0.348
astr,manh,7,7,8,16,7,0.637
bfs,DRLU,7,7,446,957,7,12.93
bfs,DRUL,7,7,446,957,7,12.942
bfs,LUDR,7,7,508,1081,7,14.637
bfs,LURD,7,7,361,760,7,10.337
bfs,RDLU,7,7,299,636,7,8.701
bfs,RDUL,7,7,299,636,7,8.67
bfs,ULDR,7,7,508,1081,7,15.122
bfs,ULRD,7,7,361,760,7,10.302
dfs,DRLU,7,-1,1328297,1328309,20,20000.008
dfs,DRUL,7,-1,1338468,1338483,20,20000.04
dfs,LUDR,7,17,1917,1929,20,26.692
dfs,LURD,7,17,762629,762639,20,11370.308
dfs,RDLU,7,17,44082,44097,20,627.529
dfs,RDUL,7,17,8747,8763,20,119.947
dfs,ULDR,7,17,1917,1929,20,26.923
dfs,ULRD,7,17,762629,762639,20,11418.063
astr,hamm,7,7,8,17,7,0.362
astr,manh,7,7,8,17,7,0.661
bfs,DRLU,7,7,637,1364,7,18.418
bfs,DRUL,7,7,566,1218,7,16.302
bfs,LUDR,7,7,485,1039,7,14.03
bfs,LURD,7,7,485,1039,7,14.058
bfs,RDLU,7,7,637,1364,7,18.469
bfs,RDUL,7,7,566,1218,7,16.37
bfs,ULDR,7,7,414,893,7,12.517
bfs,ULRD,7,7,414,893,7,12.105
dfs,DRLU,7,19,694150,694167,20,10250.533
dfs,DRUL,7,17,795268,795285,20,11764.967
dfs,LUDR,7,17,694741,694754,20,10268.739
dfs,LURD,7,17,685012,685026,20,10167.042
dfs,RDLU,7,19,275425,275440,20,4096.649
dfs,RDUL,7,19,187328,187345,20,2754.811
dfs,ULDR,7,19,168333,168346,20,2516.523
dfs,ULRD,7,19,207,224,20,3.437
astr,hamm,7,7,12,22,7,0.454
astr,manh,7,7,10,17,7,0.702
bfs,DRLU,7,7,298,622,7,8.484
bfs,DRUL,7,7,273,567,7,7.767
bfs,LUDR,7,7,352,744,7,10.164
bfs,LURD,7,7,352,744,7,10.141
bfs,RDLU,7,7,298,622,7,8.512
bfs,RDUL,7,7,273,567,7,7.805
bfs,ULDR,7,7,327,689,7,9.667
bfs,ULRD,7,7,327,689,7,9.443
dfs,DRLU,7,19,63429,63443,20,924.204
dfs,DRUL,7,19,23012,23026,20,331.7
dfs,LUDR,7,19,1159065,1159073,20,17034.57
dfs,LURD,7,19,693778,693791,20,10238.471
dfs,RDLU,7,19,51278,51293,20,739.155
dfs,RDUL,7,19,20688,20704,20,280.923
dfs,ULDR,7,19,1159065,1159073,20,16937.98
dfs,ULRD,7,19,693778,693791,20,10345.589
astr,hamm,7,7,15,28,7,0.551
astr,manh,7,7,11,21,7,0.828
bfs,DRLU,7,7,507,1083,7,14.532
bfs,DRUL,7,7,365,765,7,10.451
bfs,LUDR,7,7,442,952,7,12.984
bfs,LURD,7,7,442,952,7,12.969
bfs,RDLU,7,7,507,1083,7,14.503
bfs,RDUL,7,7,365,765,7,10.428
bfs,ULDR,7,7,300,634,7,9.018
bfs,ULRD,7,7,300,634,7,8.671
dfs,DRLU,7,17,287808,287821,20,4220.686
dfs,DRUL,7,19,437,453,20,6.362
dfs,LUDR,7,-1,1346413,1346428,20,20000.029
dfs,LURD,7,-1,1357052,1357066,20,20000.023
dfs,RDLU,7,17,232768,232782,20,3426.958
dfs,RDUL,7,19,437,453,20,6.311
dfs,ULDR,7,19,519250,519262,20,7717.121
dfs,ULRD,7,19,493663,493676,20,7340.619
astr,hamm,7,7,8,17,7,0.382
astr,manh,7,7,8,17,7,0.665
bfs,DRLU,7,7,511,1095,7,14.692
bfs,DRUL,7,7,486,1040,7,13.99
bfs,LUDR,7,7,636,1363,7,18.464
bfs,LURD,7,7,565,1217,7,16.402
bfs,RDLU,7,7,440,949,7,12.782
bfs,RDUL,7,7,415,894,7,12.139
bfs,ULDR,7,7,611,1308,7,17.999
bfs,ULRD,7,7,540,1162,7,15.743
dfs,DRLU,7,17,695246,695260,20,10171.105
dfs,DRUL,7,19,685130,685147,20,10055.467
dfs,LUDR,7,19,694144,694159,20,10312.309
dfs,LURD,7,17,736529,736544,20,10857.8
dfs,RDLU,7,19,168443,168457,20,2504.824
dfs,RDUL,7,19,213,232,20,3.422
dfs,ULDR,7,19,275315,275329,20,4056.661
dfs,ULRD,7,19,187322,187337,20,2768.927
astr,hamm,7,7,10,19,7,0.404
astr,manh,7,7,9,17,7,0.683
bfs,DRLU,7,7,442,939,7,12.626
bfs,DRUL,7,7,454,959,7,12.901
bfs,LUDR,7,7,353,758,7,10.38
bfs,LURD,7,7,353,758,7,10.336
bfs,RDLU,7,7,442,939,7,12.825
bfs,RDUL,7,7,454,959,7,13.083
bfs,ULDR,7,7,365,778,7,10.892
bfs,ULRD,7,7,365,778,7,10.606
dfs,DRLU,7,17,764183,764193,20,11365.954
dfs,DRUL,7,17,881,896,20,12.183
dfs,LUDR,7,19,259871,259886,20,3838.553
dfs,LURD,7,19,162233,162251,20,2387.692
dfs,RDLU,7,17,764183,764193,20,11492.084
dfs,RDUL,7,17,881,896,20,12.164
dfs,ULDR,7,17,1198388,1198398,20,17813.578
dfs,ULRD,7,17,1054851,1054864,20,15555.043
astr,hamm,7,7,8,16,7,0.348
astr,manh,7,7,8,16,7,0.634
bfs,DRLU,7,7,534,1137,7,15.248
bfs,DRUL,7,7,362,761,7,10.306
bfs,LUDR,7,7,445,956,7,12.915
bfs,LURD,7,7,445,956,7,13.012
bfs,RDLU,7,7,534,1137,7,15.508
bfs,RDUL,7,7,362,761,7,10.365
bfs,ULDR,7,7,273,580,7,8.229
bfs,ULRD,7,7,273,580,7,8.019
dfs,DRLU,7,17,2422,2435,20,32.556
dfs,DRUL,7,17,762642,762654,20,11529.731
dfs,LUDR,7,19,733461,733472,20,10914.716
dfs,LURD,7,19,616123,616135,20,9214.523
dfs,RDLU,7,17,2422,2435,20,33.695
dfs,RDUL,7,17,762642,762654,20,11497.444
dfs,ULDR,7,19,255257,255271,20,3846.542
dfs,ULRD,7,19,152840,152857,20,2265.221
astr,hamm,7,7,8,15,7,0.358
astr,manh,7,7,8,15,7,0.607
bfs,DRLU,7,7,534,1140,7,15.328
bfs,DRUL,7,7,534,1140,7,15.336
bfs,LUDR,7,7,307,643,7,8.781
bfs,LURD,7,7,273,577,7,7.981
bfs,RDLU,7,7,500,1074,7,14.424
bfs,RDUL,7,7,500,1074,7,14.471
bfs,ULDR,7,7,307,643,7,9.198
bfs,ULRD,7,7,273,577,7,7.973
dfs,DRLU,7,-1,1361633,1361646,20,20000.03
dfs,DRUL,7,-1,1360253,1360267,20,20000.015
dfs,LUDR,7,19,202,216,20,3.194
dfs,LURD,7,15,65726,65733,20,956.271
dfs,RDLU,7,17,81165,81178,20,1199.232
dfs,RDUL,7,17,32883,32896,20,467.672
dfs,ULDR,7,19,202,216,20,3.213
dfs,ULRD,7,15,17714,17723,20,241.895
astr,hamm,7,7,8,17,7,0.369
astr,manh,7,7,8,17,7,0.672
bfs,DRLU,7,7,468,1004,7,13.571
bfs,DRUL,7,7,468,1004,7,13.617
bfs,LUDR,7,7,433,912,7,12.303
bfs,LURD,7,7,339,713,7,9.703
bfs,RDLU,7,7,374,805,7,10.888
bfs,RDUL,7,7,374,805,7,10.938
bfs,ULDR,7,7,433,912,7,12.83
bfs,ULRD,7,7,339,713,7,9.777
dfs,DRLU,7,19,834650,834663,20,12457.103
dfs,DRUL,7,19,662272,662287,20,9829.354
dfs,LUDR,7,15,3912,3922,20,54.222
dfs,LURD,7,17,400294,400304,20,5926.468
dfs,RDLU,7,19,17803,17820,20,246.826
dfs,RDUL,7,19,11108,11126,20,151.844
dfs,ULDR,7,15,3912,3922,20,52.704
dfs,ULRD,7,17,400294,400304,20,5945.095
astr,hamm,7,7,12,25,7,0.5
astr,manh,7,7,11,23,7,0.907
bfs,DRLU,7,7,622,1336,7,17.964
bfs,DRUL,7,7,659,1411,7,18.909
bfs,LUDR,7,7,394,847,7,11.465
bfs,LURD,7,7,392,846,7,11.498
bfs,RDLU,7,7,620,1335,7,18.077
bfs,RDUL,7,7,657,1410,7,19.057
bfs,ULDR,7,7,431,922,7,12.537
bfs,ULRD,7,7,429,921,7,12.428
dfs,DRLU,7,19,212760,212777,20,3112.001
dfs,DRUL,7,19,137735,137753,20,2008.052
dfs,LUDR,7,17,863,877,20,12.296
dfs,LURD,7,19,88222,88236,20,1262.107
dfs,RDLU,7,17,80756,80770,20,1171.177
dfs,RDUL,7,17,50201,50216,20,721.874
dfs,ULDR,7,19,568460,568474,20,8353.206
dfs,ULRD,7,19,527090,527106,20,7891.702
astr,hamm,7,7,8,18,7,0.385
astr,manh,7,7,8,18,7,0.715
bfs,DRLU,7,7,693,1482,7,19.988
bfs,DRUL,7,7,588,1265,7,16.919
bfs,LUDR,7,7,465,993,7,13.598
bfs,LURD,7,7,463,992,7,13.364
bfs,RDLU,7,7,691,1481,7,19.932
bfs,RDUL,7,7,586,1264,7,16.911
bfs,ULDR,7,7,360,776,7,10.544
bfs,ULRD,7,7,358,775,7,10.599
dfs,DRLU,7,19,694368,694385,20,10321.743
dfs,DRUL,7,19,1158729,1158745,20,17009.388
dfs,LUDR,7,15,508722,508734,20,7549.699
dfs,LURD,7,15,548512,548525,20,8077.93
dfs,RDLU,7,19,304127,304142,20,4579.832
dfs,RDUL,7,19,203871,203888,20,2977.814
dfs,ULDR,7,19,168023,168037,20,2514.857
dfs,ULRD,7,19,121,138,20,1.956
astr,hamm,7,7,14,28,7,0.546
astr,manh,7,7,10,19,7,0.749
bfs,DRLU,7,7,506,1088,7,14.574
bfs,DRUL,7,7,506,1088,7,14.563
bfs,LUDR,7,7,675,1447,7,19.562
bfs,LURD,7,7,545,1169,7,15.701
bfs,RDLU,7,7,376,810,7,10.995
bfs,RDUL,7,7,376,810,7,10.982
bfs,ULDR,7,7,675,1447,7,19.587
bfs,ULRD,7,7,545,1169,7,15.73
dfs,DRLU,7,19,169782,169799,20,2483.527
dfs,DRUL,7,19,231948,231967,20,3383.891
dfs,LUDR,7,19,228603,228614,20,3339.887
dfs,LURD,7,19,244953,244968,20,3634.176
dfs,RDLU,7,19,52526,52544,20,751.871
dfs,RDUL,7,15,20087,20102,20,272.706
dfs,ULDR,7,19,1159065,1159075,20,17252.865
dfs,ULRD,7,19,693778,693793,20,10269.452
astr,hamm,7,7,13,27,7,0.531
astr,manh,7,7,11,21,7,0.824
bfs,DRLU,7,7,529,1130,7,15.262
bfs,DRUL,7,7,320,669,7,9.149
bfs,LUDR,7,7,494,1061,7,14.325
bfs,LURD,7,7,487,1048,7,14.071
bfs,RDLU,7,7,522,1117,7,15.026
bfs,RDUL,7,7,313,656,7,8.967
bfs,ULDR,7,7,285,600,7,8.274
bfs,ULRD,7,7,278,587,7,8.088
dfs,DRLU,7,17,295741,295754,20,4366.673
dfs,DRUL,7,19,255,272,20,3.938
dfs,LUDR,7,-1,1358395,1358410,20,20000.026
dfs,LURD,7,-1,1353339,1353356,20,20000.001
dfs,RDLU,7,17,238481,238496,20,3524.067
dfs,RDUL,7,19,231,249,20,3.641
dfs,ULDR,7,17,255415,255424,20,3774.946
dfs,ULRD,7,17,152894,152907,20,2299.481
astr,hamm,7,7,8,16,7,0.349
astr,manh,7,7,8,16,7,0.638
bfs,DRLU,7,7,515,1100,7,14.831
bfs,DRUL,7,7,515,1100,7,14.752
bfs,LUDR,7,7,290,611,7,8.439
bfs,LURD,7,7,292,617,7,8.453
bfs,RDLU,7,7,517,1106,7,14.936
bfs,RDUL,7,7,517,1106,7,14.888
bfs,ULDR,7,7,290,611,7,8.489
bfs,ULRD,7,7,292,617,7,8.463
dfs,DRLU,7,-1,1361882,1361893,20,20000.025
dfs,DRUL,7,-1,1333096,1333108,20,20000.013
dfs,LUDR,7,19,140,154,20,2.196
dfs,LURD,7,15,281475,281484,20,4218.79
dfs,RDLU,7,17,32261,32274,20,451.965
dfs,RDUL,7,17,33154,33168,20,470.176
dfs,ULDR,7,19,140,154,20,2.124
dfs,ULRD,7,15,223761,223772,20,3303.77
astr,hamm,7,7,8,16,7,0.35
astr,manh,7,7,8,16,7,0.637
bfs,DRLU,7,7,398,838,7,11.343
bfs,DRUL,7,7,398,838,7,11.306
bfs,LUDR,7,7,247,511,7,7.085
bfs,LURD,7,7,227,473,7,6.573
bfs,RDLU,7,7,378,800,7,10.817
bfs,RDUL,7,7,378,800,7,10.923
bfs,ULDR,7,7,247,511,7,7.046
bfs,ULRD,7,7,227,473,7,6.588
dfs,DRLU,7,17,212769,212780,20,3152.901
dfs,DRUL,7,17,27155,27168,20,377.478
dfs,LUDR,7,17,168491,168499,20,2465.456
dfs,LURD,7,17,261,274,20,3.981
dfs,RDLU,7,17,211228,211241,20,3140.049
dfs,RDUL,7,17,25614,25629,20,359.932
dfs,ULDR,7,17,168491,168499,20,2492.57
dfs,ULRD,7,17,261,274,20,3.966
astr,hamm,7,7,12,26,7,0.515
astr,manh,7,7,11,23,7,0.875
bfs,DRLU,7,7,696,1486,7,19.982
bfs,DRUL,7,7,573,1221,7,16.361
bfs,LUDR,7,7,498,1074,7,14.496
bfs,LURD,7,7,478,1036,7,14.087
bfs,RDLU,7,7,676,1448,7,19.466
bfs,RDUL,7,7,553,1183,7,15.928
bfs,ULDR,7,7,375,809,7,10.962
bfs,ULRD,7,7,355,771,7,10.52
dfs,DRLU,7,19,238964,238980,20,3473.209
dfs,DRUL,7,19,104457,104475,20,1548.037
dfs,LUDR,7,19,682768,682784,20,10036.484
dfs,LURD,7,19,499683,499699,20,7405.323
dfs,RDLU,7,17,85048,85063,20,1241.063
dfs,RDUL,7,17,41391,41408,20,575.73
dfs,ULDR,7,17,168491,168501,20,2457.368
dfs,ULRD,7,17,261,276,20,4.033
astr,hamm,7,7,8,16,7,0.347
astr,manh,7,7,8,16,7,0.638
bfs,DRLU,7,7,537,1144,7,15.339
bfs,DRUL,7,7,537,1144,7,15.37
bfs,LUDR,7,7,312,655,7,8.961
bfs,LURD,7,7,270,573,7,7.888
bfs,RDLU,7,7,495,1062,7,14.227
bfs,RDUL,7,7,495,1062,7,14.29
bfs,ULDR,7,7,312,655,7,8.955
bfs,ULRD,7,7,270,573,7,7.953
dfs,DRLU,7,19,1215694,1215710,20,18340.002
dfs,DRUL,7,19,1336070,1336085,20,19665.241
dfs,LUDR,7,17,223522,223534,20,3273.525
dfs,LURD,7,19,67,83,20,1.205
dfs,RDLU,7,17,962205,962216,20,14530.833
dfs,RDUL,7,17,895473,895487,20,13101.956
dfs,ULDR,7,17,281236,281246,20,4125.34
dfs,ULRD,7,19,67,83,20,1.163
astr,hamm,7,7,8,18,7,0.379
astr,manh,7,7,8,18,7,0.692
bfs,DRLU,7,7,573,1221,7,16.348
bfs,DRUL,7,7,696,1486,7,19.935
bfs,LUDR,7,7,375,809,7,11.339
bfs,LURD,7,7,355,771,7,10.465
bfs,RDLU,7,7,553,1183,7,15.886
bfs,RDUL,7,7,676,1448,7,19.844
bfs,ULDR,7,7,498,1074,7,14.433
bfs,ULRD,7,7,478,1036,7,13.952
dfs,DRLU,7,19,693882,693900,20,10288.717
dfs,DRUL,7,19,1159145,1159159,20,17017.457
dfs,LUDR,7,17,592,605,20,8.403
dfs,LURD,7,19,104495,104509,20,1535.42
dfs,RDLU,7,19,251919,251937,20,3774.763
dfs,RDUL,7,19,235447,235464,20,3404.377
dfs,ULDR,7,19,435309,435327,20,6486.279
dfs,ULRD,7,19,637062,637078,20,9459.361
astr,hamm,7,7,8,16,7,0.346
astr,manh,7,7,8,16,7,0.63
bfs,DRLU,7,7,398,838,7,11.297
